id,docket_number,company_name,date_issued,year,administration,categories,violation_type,complaint_counts,legal_authority,commissioners,ftc_url,source_filename,num_provisions,num_requirements,order_duration_years,takeaway_brief,statutory_topics,practice_areas,industry_sectors,remedy_types,provision_counts_by_topic
08.14_fandango,C-4481,"Fandango, LLC",2014-08-15,2014,Obama,Other,deceptive,Deceptive Security Representations,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3089-fandango-llc,"08.14, Fandango.json",8,27,20.0,"Fandango's iOS app disabled SSL certificate validation for four years, exposing customers' credit card and login credentials to interception despite security promises.",Section 5 Only,Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
08.14_gmr_transcription_services,C-4482,"GMR Transcription Services, Inc.",2014-08-15,2014,Obama,Data Security; Privacy / Deceptive Privacy Practices; Health Data,deceptive,Misrepresentation of Security Measures; Failure to Oversee Service Providers; Unfair Security Practices,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3095-gmr-transcription-services-inc-matter,"08.14, GMR Transcription Services.json",9,29,20.0,GMR Transcription falsely claimed HIPAA-compliant security while medical transcription files were stored in plain text on a publicly accessible FTP server.,Section 5 Only,Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 9}"
09.14_tinyco,3:14-cv-04164,"TinyCo, Inc.",2014-09-15,2014,Obama,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,deceptive,COPPA Rule Violations - Failure to Provide Notice and Obtain Consent,"Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998 (COPPA), 15 U.S.C. §§ 6502(c) and 6505(d), and Sections 5(a)(1), 5(m)(1)(A), 13(b), and 16(a) of the Federal Trade Commission Act (FTC Act), 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), and 56(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3209-tinyco-inc,"09.14, TinyCo.json",8,19,,TinyCo collected tens of thousands of email addresses from children through child-directed gaming apps without notifying parents or obtaining their consent.,COPPA,Privacy,Technology,Prohibition; Data Deletion; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 8}"
09.14_yelp,3:14-CV-4163,Yelp Inc.,2014-09-15,2014,Obama,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,deceptive,Failure to Provide Sufficient Notice on Website; Failure to Provide Direct Notice to Parents; Failure to Obtain Verifiable Parental Consent,"Sections 13(b), 16(a)(1), and 19 of the Federal Trade Commission Act, 15 U.S.C. §§ 53(b), 56(a)(1), and 57b; Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c) and 6505(d); and the Commission's Children's Online Privacy Protection Rule, 16 C.F.R. Part 312",,https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3066-yelp-inc,"09.14, Yelp.json",8,20,10.0,Yelp's app registration feature accepted sign-ups from children under 13 for four years and collected their personal data without parental notice or consent.,COPPA,Privacy,Technology; Social Media,Prohibition; Data Deletion; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 8}"
12.14_snapchat,C-4501,"Snapchat, Inc.",2014-12-15,2014,Obama,Privacy / Deceptive Privacy Practices; Location / Geolocation Data,deceptive,False Claims About Disappearing Messages; False Screenshot Notification Claims; False Claims About Location Data Collection; Deceptive Find Friends User Interface; Deceptive Privacy Policy Regarding Find Friends; False Security Claims and Failure to Secure Find Friends,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3078-snapchat-inc-matter,"12.14, Snapchat.json",8,28,20.0,"Snapchat falsely claimed messages disappeared permanently, that users received screenshot notifications, and that it did not collect location data, while also failing to secure user information.",Section 5 Only,Privacy; Data Security,Social Media; Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
02.15_paymentsmd,C-4505,"PaymentsMD, LLC",2015-02-15,2015,Obama,Health Data,deceptive,Deceptive Omission - Failure to Disclose Third-Party Health Information Collection; Deceptive Representation - Misrepresentation of Authorization Purpose,"Section 5 of the Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3088-paymentsmd-llc-matter,"02.15, PaymentsMD.json",8,18,20.0,PaymentsMD secretly used consumers' registration for a free billing portal to collect comprehensive health information from pharmacies and health plans for a separate fee-based service.,Section 5 Only,Privacy,Healthcare; Technology,Prohibition; Data Deletion; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
05.15_american_international_mailing,C-4526,"American International Mailing, Inc.",2015-05-15,2015,Obama,Other,deceptive,False Safe Harbor Participation Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3051-american-international-mailing-inc-matter,"05.15, American International Mailing.json",6,12,20.0,American International Mailing continued claiming active EU-U.S. Safe Harbor participation for five years after its certification had lapsed.,Section 5 Only,Privacy,Other,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
05.15_tes_franchising,C-4525,"TES Franchising, LLC",2015-05-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Participation Claim; Misrepresentation of Dispute Resolution Mechanism; False TRUSTe Licensee Claim,"Section 5 of the Federal Trade Commission Act, 15 U.S.C. § 45","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3015-tes-franchising-llc-matter,"05.15, TES Franchising.json",7,13,20.0,TES Franchising falsely claimed active participation in U.S.-EU and U.S.-Swiss Safe Harbor Frameworks and the TRUSTe Privacy Program when none of those certifications were current.,Section 5 Only,Privacy,Other,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 7}"
09.15_nomi_technologies,C-4538,"Nomi Technologies, Inc.",2015-09-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,Failure to Provide Opt-Out at Retail Locations; Failure to Provide Notice at Retail Locations,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3251-nomi-technologies-inc-matter,"09.15, Nomi Technologies.json",6,13,20.0,Nomi Technologies promised consumers opt-out rights at retail locations while never actually providing any in-store opt-out mechanism.,Section 5 Only,Privacy; Surveillance,Technology; Retail,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
09.15_tricolor_auto_acceptance,3:15-cv-03002-G,"Tricolor Auto Acceptance, LLC",2015-09-15,2015,Obama,Fair Credit Reporting (FCRA),both,No Established Written Policies and Procedures; No Reasonable Investigation of or Response to Direct Disputes,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a); Furnisher Rule, 16 C.F.R. § 660, recodified at 12 C.F.R. § 1022, Subpart E",,https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3073-tricolor-auto-acceptance-llc,"09.15, Tricolor Auto Acceptance.json",9,21,20.0,Tricolor Auto Acceptance furnished credit information to reporting agencies without any written accuracy policies and failed to investigate consumer disputes it received directly.,FCRA,Financial Practices,Financial Services,Prohibition; Monetary Penalty; Consumer Redress; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 9}"
10.15_contract_logix,C-4541,"Contract Logix, LLC",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,Misrepresentation of Safe Harbor Participation,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3184-contract-logix-llc-matter,"10.15, Contract Logix.json",6,10,20.0,Contract Logix continued displaying Safe Harbor participation claims on its website for nearly three years after its certification had lapsed.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_dale_jarrett_racing_adventure,C-4545,"Dale Jarrett Racing Adventure, Inc.",2015-10-15,2015,Obama,Other,deceptive,False Safe Harbor Participation Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3190-dale-jarrett-racing-adventure-inc-matter,"10.15, Dale Jarrett Racing Adventure.json",6,11,20.0,Dale Jarrett Racing Adventure falsely claimed Safe Harbor participation on its website when it was never a certified participant.,Section 5 Only,Privacy,Other,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_forensics_consulting_solutions,C-4551,"Forensics Consulting Solutions, LLC",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Participation Claims,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3185-forensics-consulting-solutions-llc-matter,"10.15, Forensics Consulting Solutions.json",6,13,20.0,Forensics Consulting Solutions continued claiming Safe Harbor compliance on its website for nearly three years after its certification lapsed.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_golf_connect,C-4540,"Golf Connect, LLC",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Participation Claims,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3141-golf-connect-llc-matter,"10.15, Golf Connect.json",6,14,20.0,Golf Connect displayed inherited Safe Harbor participation claims on an acquired website after neither the predecessor nor the acquirer held a valid certification.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_inbox_group,C-4546,"Inbox Group, LLC",2015-10-15,2015,Obama,Other,deceptive,False Safe Harbor Certification,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3202-inbox-group-llc-matter,"10.15, Inbox Group.json",6,14,20.0,Inbox Group falsely claimed on its website to be certified under the U.S.-EU Safe Harbor Framework when it had never participated.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_ioactive,C-4542,"IOActive, Inc.",2015-10-15,2015,Obama,Other,deceptive,Misrepresentations Regarding Safe Harbor Participation,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3187-ioactive-inc-matter,"10.15, IOActive.json",6,11,20.0,IOActive displayed Safe Harbor participation claims on its website for approximately three years after its certification had lapsed.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_jhayrmaine_daniels,C-4543,"Jhayrmaine Daniels, d/b/a California Skate-Line",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Participation Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3198-jhayrmaine-daniels-california-skate-line-matter,"10.15, Jhayrmaine Daniels.json",6,14,20.0,California Skate-Line claimed to adhere to Safe Harbor Privacy Principles despite never having been a Safe Harbor participant.,Section 5 Only,Privacy,Other,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_jubilant_clinsys,C-4549,"Jubilant Clinsys, Inc.",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Participation Claims,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3140-jubilant-clinsys-inc-matter,"10.15, Jubilant Clinsys.json",6,12,20.0,Jubilant Clinsys continued claiming annual Safe Harbor self-certification and compliance on its website for over two years after its certification lapsed.,Section 5 Only,Privacy,Healthcare,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_just_bagels_manufacturing,C-4547,"Just Bagels Manufacturing, Inc.",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Compliance Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3199-just-bagels-manufacturing-inc-matter,"10.15, Just Bagels Manufacturing.json",6,14,20.0,Just Bagels Manufacturing published Safe Harbor compliance claims on its website despite never having been a participant in either the U.S.-EU or U.S.-Swiss Safe Harbor Framework.,Section 5 Only,Privacy,Other,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_naics_association,C-4548,"NAICS Association, LLC",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,Safe Harbor Framework Participation Misrepresentation,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3138-naics-association-llc-matter,"10.15, NAICS Association.json",6,12,20.0,NAICS Association continued claiming Safe Harbor compliance on its website for over a year after its certification expired.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_one_industries,C-4544,One Industries Corp.,2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False U.S.-EU Safe Harbor Participation Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3201-one-industries-corp-matter,"10.15, One Industries.json",6,14,20.0,"One Industries, a motocross gear seller, falsely claimed to adhere to Safe Harbor Privacy Principles when it had never self-certified or participated.",Section 5 Only,Privacy,Retail,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_pinger,C-4550,"Pinger, Inc.",2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Participation Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3137-pinger-inc-matter,"10.15, Pinger.json",6,11,20.0,Pinger continued claiming certified compliance with U.S.-EU and U.S.-Swiss Safe Harbor Frameworks on its website after allowing its annual certification to lapse.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
10.15_sprint_corporation,2:15-cv-9340,Sprint Corporation,2015-10-15,2015,Obama,Fair Credit Reporting (FCRA),unfair,Failure to Provide Required Risk-Based Pricing Notice,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 615 of the Fair Credit Reporting Act, 15 U.S.C. § 1681m; and the Risk-Based Pricing Rule, 12 C.F.R. § 1022.70 et seq.",,https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3094-sprint-corporation-sprint-asl-program-0,"10.15, Sprint Corporation.json",7,26,,Sprint charged consumers higher fees based on their credit reports but failed to provide required risk-based pricing notices before they became contractually obligated.,FCRA,Financial Practices,Telecom,Prohibition; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 7}"
10.15_sterimed_medical_waste_solutions,C-4552,SteriMed Medical Waste Solutions,2015-10-15,2015,Obama,Privacy / Deceptive Privacy Practices; Health Data,deceptive,False U.S.-EU Safe Harbor Participation Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3193-sterimed-medical-waste-solutions-matter,"10.15, SteriMed Medical Waste Solutions.json",6,13,20.0,SteriMed Medical Waste Solutions falsely claimed to be a registered Safe Harbor participant when it had never self-certified.,Section 5 Only,Privacy,Healthcare,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
12.15_lai_systems,2:15-cv-9691,"LAI Systems, LLC",2015-12-15,2015,Obama,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,deceptive,"Violations of the COPPA Rule — Failure to Provide Notice, Direct Notice to Parents, and Obtain Verifiable Parental Consent","Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998 (COPPA), 15 U.S.C. §§ 6502(c) and 6505(d), and Sections 5(a)(1), 5(m)(1)(A), 13(b), and 16(a) of the Federal Trade Commission Act (FTC Act), 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), and 56(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3261-lai-systems-llc,"12.15, LAI Systems.json",7,23,,LAI Systems allowed third-party ad networks to collect persistent identifiers from children through its kids' apps for targeted advertising without parental notice or consent.,COPPA,Privacy,Technology,Prohibition; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 7}"
12.15_retro_dreamer,5:15-cv-2569,Retro Dreamer,2015-12-15,2015,Obama,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,deceptive,"Violations of the COPPA Rule — Failure to Provide Notice, Direct Parental Notice, and Obtain Verifiable Parental Consent","Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998 (COPPA), 15 U.S.C. §§ 6502(c) and 6505(d), and Sections 5(a)(1), 5(m)(1)(A), 13(b), and 16(a) of the Federal Trade Commission Act (FTC Act), 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), and 56(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3262-retro-dreamer,"12.15, Retro Dreamer.json",7,23,,"Retro Dreamer knowingly allowed ad networks to collect children's personal data through its kids' apps for targeted advertising without parental consent, even after being put on notice.",COPPA,Privacy,Technology,Prohibition; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 7}"
12.15_wyndham_worldwide_corporation,C-13-1887 (also cited as 2:13-CV-01887-ES-JAD),Wyndham Worldwide Corporation,2015-12-15,2015,Obama,Data Security; Privacy / Deceptive Privacy Practices,both,Deceptive Data Security Misrepresentation; Unfair Data Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a), enforced through Section 13(b) of the FTC Act, 15 U.S.C. § 53(b)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/1023142-x120032-wyndham-worldwide-corporation,"12.15, Wyndham Worldwide Corporation.json",8,23,20.0,"Wyndham Worldwide's inadequate network security led to three separate data breaches compromising over 619,000 payment card numbers across its hotel properties.",Section 5 Only,Data Security,Retail,Comprehensive Security Program; Third-Party Assessment; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 8}"
01.16_craig_brittain,C-4564,Craig Brittain,2016-01-15,2016,Obama,Privacy / Deceptive Privacy Practices,both,Unfair Practices — Posting Photographs and Personal Information Without Consent; False Claims — Solicitation of Photographs Under False Pretenses,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3120-craig-brittain-matter,"01.16, Craig Brittain.json",8,20,20.0,"Craig Brittain operated a 'revenge porn' site, posting intimate photos of over 1,000 individuals without consent and running a sham removal service that charged victims to take down their own images.",Section 5 Only,Privacy,Technology,Prohibition; Data Deletion; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
03.16_oracle_corporation,C-4571,Oracle Corporation,2016-03-15,2016,Obama,Privacy / Deceptive Privacy Practices,deceptive,Failure to Disclose That Java SE Updates Left Older Insecure Versions Installed,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3115-c4571-oracle-corporation-matter,"03.16, Oracle Corporation.json",8,24,20.0,"Oracle told consumers that updating Java SE would give them 'the latest security improvements,' while the update process left older, vulnerable versions of Java installed on their computers.",Section 5 Only,Data Security,Technology,Prohibition; Consumer Notification; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
03.16_sitesearch_corporation_doing_business_as_leaplab,CV-14-02750-PHX-NVW,Sitesearch Corporation,2016-03-15,2016,Obama,Other,unfair,Unfair Sale of Sensitive Consumer Financial Information to Non-Lenders,"Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b) and Section 5(a) of the FTC Act, 15 U.S.C. § 45(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3192-x150060-sitesearch-corporation-doing-business-leaplab,"03.16, Sitesearch Corporation, Doing Business As LeapLab.json",10,33,20.0,LeapLab collected consumers' sensitive payday loan applications and sold them to telemarketers and fraudulent merchants who used the data to make unauthorized bank account debits.,Section 5 Only,Privacy; Financial Practices,Financial Services,Prohibition; Data Deletion; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 10}"
05.16_credit_protection_association,3:16-cv-01255-D,"Credit Protection Association, LP",2016-05-15,2016,Obama,Fair Credit Reporting (FCRA),both,Lack of Reasonable Written Policies and Procedures; Failure to Report Results of Investigation,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a); and the Duties of Furnishers of Information to Consumer Reporting Agencies (Furnisher Rule), 16 C.F.R. § 660 / 12 C.F.R. § 1022, Subpart E",,https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3142-credit-protection-association,"05.16, Credit Protection Association.json",8,29,20.0,"Credit Protection Association furnished consumer data to credit bureaus without the required written accuracy and integrity policies, and failed to complete dispute investigations on time.",FCRA,Financial Practices,Financial Services,Prohibition; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 8}"
05.16_henry_schein_practice_solutions,C-4575,"Henry Schein Practice Solutions, Inc.",2016-05-15,2016,Obama,Health Data; AI / Algorithmic / Facial Recognition,deceptive,Deceptive Claims of Encryption – Industry-Standard; Deceptive Claims of Encryption – Regulatory Obligations,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3161-c4575-henry-schein-practice-solutions-inc-matter,"05.16, Henry Schein Practice Solutions.json",10,26,20.0,"Henry Schein falsely marketed its dental software as providing industry-standard encryption for patient data when it actually used a weaker, proprietary algorithm.",Section 5 Only,Data Security,Healthcare; Technology,Prohibition; Consumer Notification; Monetary Penalty; Consumer Redress; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 10}"
06.16_inmobi_pte,3:16-cv-3474,InMobi Pte Ltd.,2016-06-15,2016,Obama,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,deceptive,Location Tracking Without API Permission; Location Tracking Without Opt-In Consent; Collection of Children'sPersonal Information; COPPA Rule Violations,"Sections 5(a)(1), 5(m)(1)(A), 13(b), and 16(a) of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), and 56(a); Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c) and 6505(d); Children's Online Privacy Protection Rule, 16 C.F.R. Part 312",,https://www.ftc.gov/legal-library/browse/cases-proceedings/152-3203-inmobi-pte-ltd,"06.16, InMobi Pte.json",14,38,20.0,InMobi secretly tracked users' locations without permission and collected personal data from children across thousands of apps without parental consent.,COPPA,Privacy; Surveillance,Technology,Prohibition; Data Deletion; Monetary Penalty; Order Administration; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Recordkeeping,"{""COPPA"": 14}"
07.16_asustek_computer,C-4587,"ASUSTeK Computer, Inc.",2016-07-15,2016,Obama,Data Security; Privacy / Deceptive Privacy Practices,deceptive,Router Security Misrepresentations; AiCloud Security Misrepresentations; AiDisk Security Misrepresentations; Firmware Upgrade Tool Misrepresentations; Unfair Security Practices,Section 5 of the Federal Trade Commission Act,"Edith Ramirez, Chairwoman; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3156-asustek-computer-inc-matter,"07.16, ASUSTeK Computer.json",9,38,20.0,ASUS marketed its routers as secure while leaving them vulnerable to authentication bypass attacks and exposing users' USB storage to public internet access by default.,Section 5 Only,Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Consumer Notification; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 9}"
08.16_practice_fusion,C-4591,"Practice Fusion, Inc.",2016-08-15,2016,Obama,Health Data,deceptive,Deceptive Failure to Disclose Public Posting of Survey Responses,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Maureen K. Ohlhausen; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3039-practice-fusion-inc-matter,"08.16, Practice Fusion.json",8,25,20.0,"Practice Fusion sent patient satisfaction surveys implying responses would go privately to doctors, while actually posting them publicly on a physician rating website.",Section 5 Only,Privacy,Healthcare; Technology,Prohibition; Data Deletion; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 8}"
